,DSI_Title,Text
23,NPL_Doc2_Trump-Mocks-Kavanaugh-Accuser.docx,"White House: Trump was 'stating facts' when he mocked Kavanaugh accuser 

The White House on Wednesday responded to President Donald Trump's decision to publicly mock Christine Blasey Ford, a woman who alleges she was sexually assaulted by Supreme Court nominee Brett Kavanaugh.

Trump was merely ""stating facts,"" said Press Secretary Sarah Sanders. """"You can't make this decision based on emotion. It has to be based on fact.""

She said the president is not concerned that his attack on Ford could influence crucial swing votes in the Senate. ""The president is very confident in his nominee.""

The White House on Wednesday responded to President Donald Trump's decision to publicly mock Christine Blasey Ford, a woman who alleges she was sexually assaulted by Supreme Court nominee Brett Kavanaugh in 1982.

Trump was merely ""stating facts,"" said Press Secretary Sarah Sanders, during her first on-camera press briefing in nearly a month. ""No one is looking at whether the accusation has been corroborated,"" she said. ""Every single bit of evidence and facts have supported Judge Kavanaugh.""

Sanders said Trump is not concerned that his attack on Ford could influence crucial swing votes in the Senate. ""The president is very confident in his nominee,"" she said.

She also accused Senate Democrats of ""literally trying to undercut the voice of the American people when they elected Donald Trump.""

Asked whether she believed Kavanaugh was a victim as well, she replied, ""I think both Dr. Ford and Judge Kavanaugh are victims at the hands of the Democrats.""

Speaking at a campaign rally Tuesday night in Mississippi, Trump mocked Ford's recollection of her alleged attack, while the crowd cheered and laughed.

""I had one beer!"" Trump said, mimicking Ford. ""How did you get there? I don't remember. How did you get home? I don't remember,"" he said, alternating the inflections. ""Where is the place? I don't remember. How many years ago was it? I don't know ... But I only had one beer! That's all I remember.""

Until Tuesday, the president had been largely respectful of Ford in public, even as her allegation caused Kavanaugh's confirmation vote to be delayed in order to give the FBI an opportunity to investigate it. Kavanaugh has strenuously denied Ford's accusation, as well as at least one other credible allegation of sexual misconduct made by a female classmate of his at Yale University.

Sanders said Wednesday that the testimony of Dr. Ford was ""compelling,"" but added, ""You can't make this decision based on emotion. It has to be based on fact.""

Yet even as Trump attacked Ford on Tuesday, presumably in order to benefit Kavanaugh, he also appeared to distance himself from the nominee later on in the rally. ""I don't even know him. I met him for the first time a few weeks ago. It's not like I want to protect my friend,"" Trump said of Kavanaugh, whom he nominated to the Supreme Court in early July."
24,OE_Doc1_Team-Trump-Paid.docx,"A lawyer for Donald Trump arranged to fork over $130,000 in hush money to ex-porn star “Stormy Daniels” a month before the 2016 election to keep her quiet about an alleged hookup she had with the married future president, a new report said Friday.

Michael Cohen, an attorney for the Trump Organization, set up the payment to the woman — whose real name is Stephanie Clifford — in a negotiated nondisclosure agreement, The Wall Street Journal reported Friday.

Clifford alleged that the hookup took place in July 2006 — a year after Trump married his third wife, Melania. She said they met at a celebrity golf tournament in Lake Tahoe.

The White House minimized the salacious revelation — one of many alleged incidents of inappropriate behavior with women the president has faced and denied.

The official wouldn’t answer questions about the reported deal with Clifford — who performed in about 150 porn films, including “Dirty Deeds,” “Nymphos” and “Good Will Humping,” an XXX-rated spoof of the flick “Good Will Hunting.”

Cohen wouldn’t talk about the $130,000 payment but said in a statement that “President Trump once again vehemently denies any such occurrence as has Ms. Daniels.”

The president has repeatedly said that all of the more than a dozen women who’ve accused him of sexual misconduct or assault are liars.

“This is now the second time that you are raising outlandish allegations against my client. You have attempted to perpetuate this false narrative for over a year; a narrative that has been consistently denied by all parties since at least 2011,” Cohen added in his statement to the Journal.

The paper had previously reported that Clifford, 38, had huddled with ABC’s “Good Morning America” in the fall of 2016 about an appearance to discuss Trump, citing people familiar with the matter.

Cohen also sent a brief statement “TO WHOM IT MAY CONCERN” and signed by “Stormy Daniels” denying that she had a “sexual and/or romantic affair” with Trump.

“Rumors that I have received hush money from Donald Trump are completely false,” the statement said.

The payment was made through Clifford’s lawyer, Keith Davidson, with the money sent to Davidson’s client-trust account at City National Bank in Los Angeles, sources told the paper.

“I previously represented Ms. Daniels,” Davidson said. “Attorney-client privilege prohibits me from commenting on my clients’ legal matters.”

The same month the deal was cut, the Washington Post published the infamous “Access Hollywood” video, in which Trump boasts about groping women, saying he could “grab them by the p—y.”

Trump dismissed the comments as “locker room talk.”

Clifford was a top star in the porn world when she met Trump at the American Century Championship in 2006, held at Edgewood Tahoe golf course in Nevada.

Another adult-film star, Jessica Drake, alleged in an October 2016 news conference that Trump kissed her and two other women without permission after the same 2006 golf event.

She said in a statement that she never sought or received any hush money from Trump or his people."
25,OE_Doc2_Melania-Staying-in-Hotel.docx,"Melania Trump has been spending time away from Trump and the White House since news of his alleged tryst with porn star Stormy Daniels broke

The first lady left Washington D.C. for West Palm Beach Thursday afternoon in an unannounced trip, just as her husband was holding  court with top European CEOs in Davos

Melania had been scheduled to attend the summit with her husband 

'It's been upsetting and humiliating; her relationship with President Trump has become strained,' a White House source told DailyMail.com

Trump's alleged $130,000 cover up of the relationship was first reported in mid-January

But details of the alleged tryst were then published in a celebrity magazine, based on an earlier, never-before-published interview with Daniels 

Melania spokesperson Stephanie Grisham tweeted: The laundry list of salacious & flat-out false reporting about Mrs. Trump...has seeped into ""main stream media.""' 

She did not say specifically what, if anything, in the DailyMail.com was 'false' 

Grisham did not respond to several requests for comment from DailyMail.com regarding Melania's hotel stays, although given several days notice 



Melania Trump has spent a number of nights at a posh D.C. hotel away from President Trump following allegations of a fling with porn star Stormy Daniels, White House sources told DailyMail.com.

The first lady opted for time away from her husband since news of a possible $130,000 payoff from the President's lawyer to Daniels to cover up an alleged tryst was first reported by The Wall Street Journal.

Then, last week, to add insult to injury, a celebrity magazine published a cringe-worthy 2011 interview with Daniels in which she talked about the alleged 2006 sexual encounter with the future president in a hotel room at a casino in Lake Tahoe, Nevada following a celebrity charity golf tournament.

'It's been upsetting and humiliating; her relationship with President Trump has become strained,' a White House source told DailyMail.com.

Grisham did not respond to several requests for comment from DailyMail.com regarding Melania's hotel stays, although given several days notice prior to publication.

Melania left Washington D.C. mid-day on Thursday for West Palm Beach, Florida, just as the president held court at the World Economic Forum in Davos, Switzerland, an event the first lady was originally scheduled to attend.

Daniels, who has starred in movies such as 'Good Will Humping' and 'Operation Desert Stormy,' claimed she could intimately describe the president's manhood and even revealed sex positions they had enjoyed.

At the time, Melania would have been caring for her and Trump's four-month-old son Barron.

Sparking more rumors and speculation about the impact on their marriage, on Tuesday it was announced she would not be joining President Trump on his trip to the World Economic Forum in Davos, Switzerland as was originally planned.

East Wing communications director Stephanie Grisham confirmed to DailyMail.com that the first lady's decision to forgo the trip to Davos was based on 'scheduling and logistical issues,' as CNN reported.

One well-placed source said: 'Melania spends three to four days a week away from the White House and has stayed at a hotel in D.C. multiple times in January, often for days at a time. She also travels up to New York."
26,PCS_Doc1_Trump-Health-Insurance-Policies-Headwinds.docx,"BOSTON — The Trump administration’s efforts to allow health insurers to market short-term medical plans as a cheap alternative to the Affordable Care Act are already running into headwinds, with state insurance regulators resisting the sales and state governments moving to restrict them.

State insurance regulators, gathered over the past three days for a meeting of the National Association of Insurance Commissioners, expressed deep concern that short-term plans were being aggressively marketed in ways likely to mislead consumers. Many said the plans, which need not comply with the Affordable Care Act’s coverage mandates, were a poor substitute for comprehensive insurance.

“These are substandard products,” sold on the premise that “junk insurance is better than nothing” for people who cannot afford comprehensive coverage, Troy J. Oechsner, a deputy superintendent at the New York Department of Financial Services, told the insurers.

Jessica Altman, the insurance commissioner of Pennsylvania, said she was “extremely concerned that some insurance agents or insurer websites may try to market short-term policies as comparable to A.C.A. plans.” In the past two years, she said, she has revoked the licenses of eight agents and brokers “because of deceptive marketing of these plans.”

The top insurance regulator in New York, Maria T. Vullo, the superintendent of financial services, said short-term plans were banned in the state. “We don’t want any confusion” between short-term plans and comprehensive insurance, she said.

The views of state officials are significant because states have the power to restrict or ban short-term policies, and state officials receive complaints when consumers are stuck with medical bills they thought would be covered by their insurance.

Already, some state governments are taking action against the policies that the Trump administration wants to promote. A rule issued last week by the Trump administration greatly increased the maximum duration of such plans, which had been three months. The new limit is 364 days, or a total of three years with renewals and extensions, making them more like a longer-term alternative to regulated, comprehensive insurance policies.

In Maryland, Gov. Larry Hogan, a Republican, signed a bill that limits short-term policies to less than three months and says they cannot be extended or renewed.

In Vermont, a similar law, signed by Gov. Phil Scott, also a Republican, limits short-term plans to three months or less and prohibits renewals. Rates and advertising are subject to approval by the state insurance commissioner.

A new Hawaii law sets a three-month limit on short-term plans and generally prohibits insurers from selling them to anyone who was eligible to buy comprehensive insurance through the Affordable Care Act marketplace in the prior year.

The Virginia legislature passed a bill authorizing insurers to sell short-term plans lasting up to 364 days, but Gov. Ralph S. Northam, a Democrat, vetoed it.

“People with minimal current health care needs are more likely to purchase these skimpy plans, leaving people who have more significant health care needs” to face higher premiums in the marketplace, Mr. Northam said."
27,PCS_Doc2_Trump-Widens-Availability-Short-Term-Health-Plans.docx,"The Trump administration issued new insurance rules Wednesday to encourage more Americans to buy inexpensive, skimpy health plans originally designed for short-term use.

The policies will be available for 12 months at a time, up from a current limit of three, and customers will be able to renew them for additional years. The short-term plans do not have to cover preexisting conditions and certain kinds of health care that the Affordable Care Act requires.

The new rules are the second tool the administration has ­devised lately to foster low-price insurance that circumvents the ACA's coverage requirements and consumer protections. In June, the Labor Department issued rules that will make it easier for small companies to buy a type of insurance known as association health plans and, for the first time, allow them to be sold to people who are self-employed.

The pair of rules carry out an executive order signed by President Trump in October that directed agencies to broaden access to these two small niches in the insurance market to promote ""a health-care system that provides high-quality care at affordable prices for the American people.""

In issuing the latest rules with a media blitz, administration officials characterized them as a major step toward fulfilling the president's promise to widen insurance choices. Health and Human Services Secretary Alex Azar made three morning television appearances.

The short-term plans ""may not be the right choice for everybody,"" Azar said at an afternoon news briefing. But, he said, ""we believe strongly in giving people options here.""

Azar and other federal health officials predicted short-term, limited-duration plans will appeal mainly to middle-class people who do not qualify for government subsidies for ACA health plans — especially people who are young or healthy. With the law still in place despite Trump's and congressional Republicans' hostility toward it, ""we are looking to do everything we can to take incremental steps that will make insurance coverage more affordable,"" said Jim Parker, director of HHS's Office of Health Reform.

In the months since the idea surfaced, it has elicited a wall of opposition from the health insurance industry, hospitals, doctors and patient advocacy groups. All have warned that consumers with bare-bones plans would be stranded when they need care — and that the defection of healthy customers from ACA market­places would drive up prices for those who remain.

On Wednesday, health policy experts from the conservative Heritage Foundation and libertarian Cato Institute lauded the change.

But Topher Spiro, vice president for health policy at the liberal Center for American Progress, derided the health plans as ""junk insurance"" and ""the Trump University equivalent of health insurance.""

And the American Lung Association's president, Harold Wimmer, said short-term policies provide inadequate coverage for people with diseases such as asthma or lung cancer. ""Lung disease patients need access to treatment to be able to breathe,"" he said in a statement.

While praising the administration's effort to promote insurance choices, Matt Eyles, president of America's Health Insurance Plans, an industry trade group, said, ""We remain concerned that consumers who rely on short-term plans for an extended time period will face high medical bills when they need care that isn't covered or exceeds their coverage limits."""
28,PKC_Doc1_US-Canada-NAFTA.docx,"President Donald Trump again threatened to tear up the North American Free Trade Agreement if Canada doesn't concede to new terms.

In a Saturday morning tweet, Trump said there is ""no political necessity to keep Canada in the new NAFTA deal,"" referring to the tentative bilateral agreement the United States reached with Mexico earlier this week.

""If we don't make a fair deal for the U.S. after decades of abuse,Canada will be out,"" Trump said. He also urged Congress not to ""interfere"" with negotiations ""or I will simply terminate NAFTA entirely & we will be far better off.""

The United States and Mexico announced a preliminary bilateral trade deal on Monday after resolving an issue over auto manufacturing. Canadian officials rejoined the talks this week.

But the fate of NAFTA became uncertain Friday when the United States and Canada failed to come to an agreement on rewriting the three-nation trade pact before a US-imposed deadline that would have allowed them to sign a new deal before Mexico's president-elect, Andres Manuel Lopez Obrador, takes office on December 1.

Negotiations are scheduled to resume on Wednesday.

Canadian Minister of Foreign Affairs Chrystia Freeland said at a press conference Friday that she will continue to work for a trade deal that is in the country's best interest. She said she believes a trilateral trade pact that benefits all three countries can be achieved.

""We know a win-win-win agreement is within reach and that's what we're working towards,"" Freeland said.

Trump has repeatedly threatened to tear up NAFTA, saying the 24-year-old trade pact has cost American jobs. He's also frequently complained that Canada is treating the United States unfairly.

The United States runs an overall trade surplus with Canada, one of its biggest trading partners.

Trump wants Canada to end its steep tariffs on US dairy products, claiming they hurt US farmers. Canadian Prime Minister Justin Trudeau has pledged to protect his country's dairy industry.

Trump on Friday also threatened new tariffs on Canadian cars if the country doesn't comply with US-terms of a new trade deal.

The White House was required to give Congress an official 90-day notice before entering into a new trade deal. Since the administration notified Congress Friday, Trump will be allowed to sign the deal by November 30.

Even then, Congress could still block the deal. It's unlikely any rewrite of NAFTA would come up for a vote until 2019. Procedure rules allow the president to sign the trade deal first, before Congress votes on it.

The text of the agreement does not have to be submitted to Congress until September 30.

The governments of Canada and Mexico must also ratify the agreement. If they don't, there's no deal."
29,PKC_Doc2_More-US-Canada-NAFTA.docx,"Despite efforts to get Canada on board with a new NAFTA deal by Sunday, negotiators are far from finalizing a new trilateral trade agreement.

There is ""still a far amount of distance between us,"" said US Trade Representative Robert Lighthizer on Tuesday about ongoing talks with Canadian negotiators.

Officials from the United States and Mexico, who have already come to an agreement in principle, were rushing to sign a deal before Mexican President Enrique Peña Nieto leaves office on December 1.

To meet that deadline, US negotiators must send text of an agreement to Congress by Sunday, so that legislators have 60 days for review.

Lighthizer is expected to submit text Friday that leaves Canada out of the agreement, Bloomberg reported Wednesday. It would allow Canada to be added later, the report said.

Sticking points include opening up Canada's dairy market to US farmers, and a dispute resolution process that Canadians want to preserve. 

""We're gonna go ahead with Mexico. If Canada comes along now, that would be best. If Canada comes along later, then that's what will happen,"" Lighthizer said at a conference in New York.

The United States may do a separate deal with Canada ""as soon after as we can,"" he said.

Canada and Mexico are two of the biggest trading partners with the United States. A bilateral deal with one, without the other, could unravel companies' supply chains built up over the 24 years since NAFTA took effect.

The US Chamber of Commerce has said it would be ""unacceptable to sideline Canada, our largest export market in the world."" Vehicles, machinery, and agricultural products make up much of the goods traded.

Even if officials came to an agreement by Sunday, it must be approved by Congress and the legislative process would last long into next year, after a new Congress sits in January.

""Signing the deal is not the critical moment,"" said Jeffrey Schott, a senior fellow at the Peterson Institute for International Economics.

Several members of Congress have warned that they would not support a deal without Canada. Some say that moving forward with a bilateral deal with Mexico could be challenged procedurally. It might not qualify for a fast-track legislative procedure that a trilateral deal would.

""I think the odds of getting it approved are much lower if it's a bilateral deal,"" said Rob Scott, a senior economist at the Economic Policy Institute.

But President Donald Trump is also looking to score a win before the midterm elections. He's promised to rip up NAFTA, which he called ""the worst deal maybe ever signed.""

Congress would also need to act in order to remove the United States from NAFTA entirely. Republican Senator Pat Toomey has said that ""any change, such as NAFTA's termination, would require additional legislation from Congress.""

Meanwhile, Mexican incoming president Andres Manuel Lopez Obrador has had representation at the negotiating table along with Peña Nieto's team. It's unlikely he would want to rewrite the whole deal, said Schott, who's also a member of two government advisory committees on trade.

""The ball is up in the air and no one knows when it's going to come down,"" he said."
30,RJB_Doc1_Mexican_President_Insists_Trilateral_NAFTA.docx,"The United States and Mexico are due to release the text of their trade agreement on Friday, increasing pressure on Canada to join its partners in revamping the North American Free Trade Agreement while Mexico’s president-elect said he would insist on a trilateral pact.

President-elect Andres Manuel Lopez Obrador said Canadian Prime Minister Justin Trudeau asked him during a Thursday phone call “to intervene and call on the U.S. government to reach an agreement” with Canada. “We agreed to that.”

But Lopez Obrador, who takes office on Dec. 1, said the NAFTA language between Washington and Mexico City was now final.

“We are not going to reopen the negotiation. That you can be sure of,” Lopez Obrador told reporters in Mexico City.

Mexican Economy Minister Ildefonso Guajardo was scheduled to present the text of the Aug. 27 agreement, which aims to rebalance auto trade and modernize parts of NAFTA, to Mexico’s Senate at 7 p.m. EDT (2300 GMT), Mexican government and Senate sources said.

Mexican Senator Ricardo Monreal said on Twitter the text would be released simultaneously in Mexico and the United States. A USTR spokesman declined to comment on the timing.

The text of the U.S.-Mexico deal needs to be published by late Sunday night – 60 days ahead of the Nov. 30 deadline for Trump and Mexico’s outgoing president, Enrique Pena Nieto, to sign the deal before Lopez Obrador takes office on Dec. 1.

U.S. Trade Representative Robert Lighthizer has argued that the United State would have to reopen negotiations with the new Mexican government if the deadline is missed, but Lopez Obrador’s comments appear to call that into question.

The U.S.-Mexico text will flesh out an agreement in principle that aims to rebalance automotive trade between the two countries and update NAFTA with new chapters on digital trade and stronger labour and environmental standards.

It is expected to conform to details previously released on auto rules requiring an increase in regional value content to 75 per cent from 62.5 per cent previously, with 40 per cent to 45 per cent coming from “high wage” areas, effectively the United States.

Auto industry executives say it is unlikely those targets can be met if Canada is not part of the deal, given supply chains that criss-cross NAFTA borders multiple times.

Details also are expected on a side-letter that preserves the Trump administration’s ability to impose global national security tariffs on imports of autos and auto parts, granting Mexico a quota for tariff-free exports to the United States that allows some expansion of production.

The release of the trade deal text starts a months-long process for U.S. congressional approval that will require a lengthy analysis by the independent U.S. international Trade Commission and notification periods before an up-or-down vote.

Lawmakers briefed by Lighthizer said he told them the earliest a vote could occur, either on a U.S.-Mexico deal or a trilateral deal including Canada, would be February or March 2019, after the U.S. Congress elected in November is sworn in."
31,RJB_Doc2_Canada_US_Reach_NAFTA_Deal.docx,"Canada and the U.S. have reached a tentative deal to overhaul the North American free-trade agreement after intensive weekend talks, trading access to Canada’s protected dairy market for the preservation of a key dispute-resolution system and exemption from threatened auto tariffs.

President Donald Trump signed off on the agreement late Sunday night, said four sources with knowledge of the closed-door negotiations. Prime Minister Justin Trudeau convened a late Sunday cabinet meeting at his office in Ottawa. The Mexican Economy Ministry, meanwhile, said it presented text of the preliminary deal to the Mexican Senate.

NAFTA will be renamed the United States-Mexico-Canada Agreement – or USMC, with the United States posting the text of the agreement online. Mr. Trump had previously indicated he wanted to do away with the phrase “NAFTA.""

In a statement late Sunday, Foreign Affairs Minister Chrystia Freeland confirmed that Canada and the United States had settled upon a “new, modernized trade agreement for the 21st Century: the United States-Mexico-Canada Agreement.”

Canada preserved the Chapter 19 dispute settlement provision, satisfying Mr. Trudeau’s long-standing red line in the negotiations. The deal will also keep in place protections for Canadian cultural industries.

Mr. Trump, for his part, gained the right for American farmers to sell more products into Canada’s tightly-controlled supply managed dairy system, his major trade complaint with Canada over the last year and a half.

A side agreement would see the Trump administration guarantee it will not impose tariffs on most auto imports from Canada.

While the agreement did contain some Canadian concessions, it mostly limited the damage to Canada from Mr. Trump’s protectionist trade policies. But Canada failed to conclude a deal to get steel and aluminium tariffs lifted. Mr. Trump imposed the levies in June, insisting they were the consequence of Canada not signing onto a NAFTA deal, but two U.S. officials speaking at a background briefing said there was no agreement to lift them despite Canada agreeing to the deal. Those officials said there have been negotiations over the tariffs, but they have not reached a conclusion.

Canada also agreed to increase protections for pharmaceutical patents to 10 years, a significant victory for the U.S. in an area it has long pushed Canada on, the U.S. officials said. Canada has long resisted increasing protections for pharma in order to keep drug prices low and help its own generic drug industry.

The U.S. dropped a major demand to gut Chapter 20, a different dispute resolution provision, and it will instead remain exactly as it is now, the U.S. officials said. Chapter 11, however, will be phased out between the U.S. and Canada, the officials said. The provision had allowed corporations to sue governments at special tribunals for interfering in their business. The chapter will, however, remain in place in a scaled-back form in Mexico.

The U.S. has been pressing Canada to make a deal since late August, when the Trump administration reached a preliminary NAFTA pact with Mexico."
32,RT_Doc1_Corp_Execs_describe_trump_mgmt_style_no_meta.docx,"Donald Trump ran for president based on his success as a leader in the business world. So what do the chief financial officers of some of the world’s largest companies think about President Trump’s management style?

Roughly six months into Trump’s presidency, CNBC posed just this question to its Global CFO Council, which includes executives from companies such as AT&T, BNP Paribas, Cisco, Clorox, DuPont, Facebook, Ford, Levi Strauss, Marriott, MasterCard, Unilever, and United Airlines.

Thirty-nine CFOs completed the anonymous survey, and of the 35 that answered the question asking them to describe Trump’s management style in a single word, only four responses could be construed as positive. They were “Business-style,” “Directive,” “Fluid,” and “Unconventional.” (Yes, the latter two aren’t necessarily positive, but we’re giving him the benefit of the doubt.)

The rest of the responses trash Trump as a manager. The most popular answer, mentioned by four CFOs, was “Chaotic,” and “Chaos” was named once separately as well. Three other words got two responses apiece: “Erratic,” “Reckless,” and “Unpredictable.”

Among the other terms used to describe Trump’s management as president:

“Arrogant”
“Authoritarian”
“Clueless”
“Confusing”
“Dictatorial”
“Hubristic”
“Incompetent”
“Narcissistic”
“Self-absorbed”
“Terrible”
“There are no words”

The executives who participated in the survey are also growing less optimistic that Trump can follow through on the promises he made as a presidential candidate. The CFOs’ confidence fell significantly between February and June when asked about Trump’s ability to repeal and replace Obamacare, begin building a wall along the Mexican border, launch a large infrastructure plan, and enact corporate and personal tax reform by the end of 2017.

For example, in February, when a similar survey was conducted, the CFOs were 59% confident that corporate tax reform would be law by the end of the year. By June, the CFOs’ confidence level fell to 44% on the issue.

Many organization and management experts have been unimpressed with Trump’s leadership style from the beginning. After the New York Times consulted several such experts a few weeks into Trump’s presidency, this was the consensus opinion:

Thus far, the Trump administration is a textbook case of how not to run a complex organization like the executive branch.

On the other hand, 100 days into the Trump presidency, BusinessInsider.com asked four management experts to weigh in on how he was doing as a leader, and they had some good things to say. They characterized President Trump as an aggressive negotiator who has lots of energy and projects confidence.

Yet one of the experts, Columbia Business School professor Adam Galinsky, offered this caveat on how confidence translates to leadership: “I think we are attracted to confidence, but I think eventually that confidence has to be connected to actual performance.”"
33,RT_Doc2_trump_leadership_qualities_no_meta.docx,"Polling Matters

In April 2016, we set out to measure how well each of a series of 12 leadership dimensions fit the four major presidential candidates at that time -- Bernie Sanders, Hillary Clinton, Ted Cruz and, of course, Donald Trump. The leadership characteristics were based on Gallup's executive leadership research program, which has studied thousands of leaders and senior executives in hundreds of companies.

Now that one of those candidates -- Trump -- has become president and has been in office for almost nine months, we thought it a good time to update his leadership profile. As was the case last year, we conducted the research by web, using the nationally representative Gallup Panel, which is based on individuals from Gallup's ongoing Daily tracking research who agree to be panel participants and who agree to respond to surveys using the internet. This second phase was in the field from July 27-Aug. 10 and included responses from over 31,000 panel participants. Again, each panel participant was asked to indicate how well each of the dimensions fits the candidate (in this case, just Trump), using a 1-to-5 scale, where ""1"" means the dimension does not describe Trump at all and ""5"" means it describes Trump perfectly.

Our first conclusion, based on the comparison of this year's data to last year's, is how little Trump's leadership profile (based on panel participants' assessments of the 12 dimensions) has changed. The current ratings of Trump across the leadership characteristics are surprisingly similar to what they were in the spring of 2016, when he was a candidate.

How Well Leadership Dimensions Describe Donald Trump

% Rating candidate “4” or “5” on dimensions in 2017:

Competitive (84%)

Intense (73%)

Emphasizes Success (65%)

Enthusiastic (53%)

Visionary (33%)

Courageous (32%)

Cares About Individuals (31%)

Focused (30%)

Inspiring (28%)

Analytical (25%)

Consistent (25%)

Prepared (22%)

As was true in the 2016 study, Trump is clearly given the most credit for exhibiting four leadership dimensions: competitive, intense, emphasizing success and enthusiastic. 

As an overall pattern, Trump gets the most credit for the leadership dimensions that are the least related to his overall performance rating (as was the case regarding likelihood to vote for him in 2016). As an example, survey participants are highly likely to give Trump credit for being competitive and intense, but these ratings of Trump do little to predict how an individual rates Trump overall. Americans, in other words, acknowledge that he has these traits, but these leadership strengths do not appear to translate into an overall positive job performance rating.

Bottom Line

Two major conclusions arise from this update on Americans' views of Trump as leader. First, there has been little change in Trump's leadership profile over the past year as he has moved from long-shot candidate to occupant of the White House. What Americans saw as his leadership strengths and weaknesses last year are very similar to what they see today.

Second, the majority of Americans continue to be quite willing to give Trump credit for several signature leadership strengths centered on his persona as being competitive, intense, and success-oriented."
34,SF Rouhani Trump administration most ‘spiteful’ to Iran in 40 years.docx,"Rouhani: Trump administration most ‘spiteful’ to Iran in 40 years



Iranian President Hassan Rouhani on Sunday accused the United States of seeking regime change in his country, despite the Trump administration insisting otherwise.

Reuters reported that Rouhani alleged in a speech broadcast on state television that the U.S. previously had more moderate views toward Iran, but has in recent years developed a more ""spiteful"" attitude.

""In the past 40 years, there has not been a more spiteful team than the current U.S. government team toward Iran, Iranians and the Islamic Republic,"" Rouhani said.

Reuters reported that Rouhani claimed the U.S. was using psychological and economic warfare against Iranian leadership. 

""Reducing the legitimacy of the system is their final goal. When they say getting rid of, regime change in their own words, how does regime change happen? Through reducing legitimacy, otherwise a regime doesn’t change,"" Rouhani said.

President Trump earlier this year withdrew from the 2015 Iran nuclear deal, which offered Tehran sanctions relief in exchange for curbing its nuclear program. As a result, the Trump administration reimposed harsh sanctions on Iran, crippling Tehran's economy in the process.

While national security adviser John Bolton has denied the Trump administration is seeking regime change in Iran, he and other officials have escalated their rhetoric toward Iranian leadership.

Trump and Bolton both singled out Iran during remarks at the United Nations General Assembly late last month.

The president urged other member nations to ""isolate Iran's regime as long as its aggression continues.""

""If you cross us, our allies, or our partners; if you harm our citizens; if you continue to lie, cheat, and deceive, yes, there will indeed be Hell to pay,"" Bolton said in a speech at an event organized by a group called United Against a Nuclear Iran."
35,"SF Trump, Iran_s Rouhani exchange threats, insults on U.N._s world stage.docx","Trump, Iran's Rouhani exchange threats, insults on U.N.'s world stage





UNITED NATIONS (Reuters) - U.S. President Donald Trump and Iranian President Hassan Rouhani exchanged taunts at the United Nations General Assembly on Tuesday with Trump vowing more sanctions against Tehran and Rouhani suggesting his American counterpart suffers from a “weakness of intellect.”



Trump used his annual address to the United Nations to attack Iran’s “corrupt dictatorship,” praise last year’s bogeyman North Korea and lay down a defiant message that he will reject globalism and protect American interests.

But much of his 35-minute address was aimed squarely at Iran, which the United States accuses of harboring nuclear ambitions and fomenting instability in the Middle East through its support for militant groups in Syria, Lebanon and Yemen.

“Iran’s leaders sow chaos, death and destruction,” Trump told the gathering in the green-marbled hall. “They do not respect their neighbors or borders or the sovereign rights of nations.”

Rouhani, addressing the assembled world leaders later, sharply criticized Trump’s decision to withdraw from the 2015 international nuclear deal with Iran. He said he had “no need for a photo opportunity” with Trump and suggested the U.S. president’s pull back from global institutions was a character defect.

“Confronting multilateralism is not a sign of strength. Rather it is a symptom of the weakness of intellect - it betrays an inability in understanding a complex and interconnected world,” he said.

Trump’s address was met largely by silence from world leaders still not comfortable with go-it-alone views that have strained U.S. relationships with traditional allies worldwide.

His speech, while delivered in a low-key fashion, was nonetheless a thunderous recitation of his “America First” policies. He has disrupted the world order by withdrawing the United States from the nuclear deal and the Paris climate accord, and threatened to punish NATO nations for not paying more for their common defense.

“We will never surrender America’s sovereignty to an unelected, unaccountable, global bureaucracy,” Trump said, in language popular with his political base. “America is governed by Americans. We reject the ideology of globalism, and we embrace the doctrine of patriotism.”

Besides calling out Iran, Trump also criticized China for its trade practices but made no mention of Russia’s interference in Syria’s war or its suspected meddling in U.S. elections.

Rouhani was defiant in his speech to the world body.

“What Iran says is clear: no war, no sanctions, no threats, no bullying; just acting according to the law and the fulfillment of obligations,” Rouhani said."
